"All parcel data in this report is for use by the Washoe County Assessor for assessment purposes only. The summary data in this report may not be a complete representation of the parcel or of the improvements thereon. Building information, including unit counts and number of permitted units, should be verified with the appropriate building and planning agencies. Zoning information should be verified with the appropriate planning agency. All parcels are reappraised each year. ",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39
001-101-02,,2810 SEVERN DR,2009-11-30 00:00:00,180000,2F,03825429,PM 460,1980,1980,Sgl Fam Res ,TWO,1828,FAIR/AVG,4,2,0,FA/AC,HARDBOARD,COMP SHINGLE,GARA,469,,0,20,SF6 ,0.14830119907856,"DRISCOLL, CHRISTOPHER R ",NO,2810 SEVERN DR,,RENO,NV,89503,NRES-NV1 LLC ,,PM 460 LT 2,1005,1,BCAC
001-101-04,,2840 SEVERN DR,2009-06-04 00:00:00,174850,2F,03766732,PM 484,1980,1980,Sgl Fam Res ,TWO,1828,FAIR/AVG,4,2,0,FA,HARDBOARD,COMP SHINGLE,GARA,469,,0,20,SF6 ,0.14830119907856,"OLSEN, ANTHONY V & ALEXA J ",NO,2840 SEVERN DR,,RENO,NV,89503,FEDERAL HOME LOAN MTG CORP ,,PM 484 LT 4A,1005,1,BCAC
001-101-10,,2930 SEVERN DR,2009-12-21 00:00:00,165500,2D,03832304,SEVERN VIEW ,1989,1989,Sgl Fam Res ,ONE,1336,FAIR/AVG,3,2,0,FA,HARDBOARD,COMP SHINGLE,GARA,462,,0,20,SF6 ,0.140128552913666,"BOOMER, MICHAEL ",NO,2930 SEVERN DR,,RENO,NV,89503,,,SEVERN VIEW LT 3 BLK G,1005,1,BCAC
001-102-11,,2930 HARDING CIR,2009-07-21 00:00:00,130000,2F,03783342,SUNBURST,1983,1983,Sgl Fam Res ,ONE,1168,FAIR,3,2,0,FA,HARDBOARD,COMP SHINGLE,GARA,480,,0,20,SF6 ,0.116046831011772,"SCHELLER, KYLE N ",NO,2930 HARDING CIR,,RENO,NV,89503,DEUTSCHE BANK NATIONAL TRST CO ,,SUNBURST LT 18 BLK B,1005,1,BCAC
001-103-01,,2965 HARDING CIR,2009-11-13 00:00:00,121000,2D,03820934,SUNBURST,1983,1983,Sgl Fam Res ,ONE,1112,FAIR,3,2,0,FA,HARDBOARD,COMP SHINGLE,GARA,440,,0,20,SF6 ,0.112488523125648,"BOSLEY, DANA N ",NO,2965 HARDING CIR,,RENO,NV,89503,"VILLANUEVA, SANTIAGO E & ZHARA A ",,SUNBURST LT 8 BLK A,1005,1,BCAC
001-105-10,,2825 SEVERN DR,2009-06-12 00:00:00,163000,2F,3770528,PM 419,1980,1980,Sgl Fam Res ,TWO,1828,FAIR/AVG,4,2,0,FA,HARDBOARD,COMP SHINGLE,GARA,469,,0,20,SF6 ,0.137741044163704,ATTINGER-SNARR LIVING TRUST  ,YES,131 CORKWOOD CT,,SAN JOSE,CA,95136,"SNARR, STEVE L & BARBARA C ",,PM 419 LT 2,1005,1,BCAC
001-121-15,,3939 ASPENDALE DR,2009-06-25 00:00:00,269000,2D,03774786,KINGS VIEW EST 2,1993,1993,Sgl Fam Res ,TWO,2178,FAIR/AVG,3,2,1,FA/AC,HARDBOARD,COMP SHINGLE,GARB,418,,0,20,SF6 ,0.196212127804756,"MEDEIROS, JIM J & STEPHANIE ",NO,3939 ASPENDALE DR,,RENO,NV,89503,"CARLSON, ROBERT J & RENEE D ",001-010-49,KINGS VIEW EST 2 LT 4 BLK B,1005,1,BAFC
001-121-16,,3943 ASPENDALE DR,2009-07-13 00:00:00,235000,2D,03780569,KINGS VIEW EST 2,1993,1993,Sgl Fam Res ,TWO,1837,FAIR/AVG,4,2,1,FA/AC,HARDBOARD,COMP SHINGLE,GARA,400,,0,20,SF6 ,0.164944902062416,"MARTELL, TORESA ",NO,3943 ASPENDALE DR,,RENO,NV,89503,"BOUZEK, DANIEL J & MARGARET D ",001-010-49,KINGS VIEW EST 2 LT 5 BLK B,1005,1,BAFC
001-123-14,,2982 REGAL CT,2009-09-08 00:00:00,228000,2D,03799856,KINGS VIEW EST 1,1991,1991,Sgl Fam Res ,TWO,1837,FAIR/AVG,4,2,1,FA/AC,HARDBOARD,COMP SHINGLE,GARA,400,,0,20,SF6 ,0.146923780441284,"PARRA, MATTHEW G et al",YES,2982 REGAL CT,,RENO,NV,89503,"GAFFNEY, JAMES B & BARBARA L et al",,KINGS VIEW EST 1 LT 16 BLK A,1005,1,BAFC
001-123-37,,2993 REGAL CT,2009-02-26 00:00:00,260000,2D,03733428,KINGS VIEW EST 1,1991,1991,Sgl Fam Res ,TWO,2178,FAIR/AVG,3,2,1,FA,HARDBOARD,COMP SHINGLE,GARB,418,,0,20,SF6 ,0.2858585715293884,"MARCOULIER, TRAVIS R  ",NO,2993 REGAL CT,,RENO,NV,89503,"GEMPERLE, PAUL M et al",001-123-37,KINGS VIEW EST 1 LT 11 BLK A (RS 3433),1005,1,BAFC
001-132-05,,1500 EBBETTS DR,2009-03-10 00:00:00,160000,2F,03737687,SIERRA HEIGHTS RENO 5A,1965,1965,Sgl Fam Res ,SPLIT,1695,FAIR,3,3,0,FA/AC,SIDING,COMP SHINGLE,,0,,0,20,SF6 ,0.14921946823596954,"HUMMEL, JESSE G ",NO,1500 EBBETTS DR,,RENO,NV,89503,HSBC BANK USA ,,SIERRA HEIGHTS RENO 5A LT 5 BLK D,1005,1,BCAC
001-132-23,,1401 SURF WAY,2009-11-25 00:00:00,146000,2F,03824940,SIERRA HEIGHTS RENO 5A,1965,1965,Sgl Fam Res ,ONE,1296,FAIR,3,2,0,FA,HARDBOARD,COMP SHINGLE,GARA,483,,0,20,SF6 ,0.141597792506218,"BARTLETT, JOHN W et al",YES,1401 SURF WAY,,RENO,NV,89503,"BARTLETT, JOHN W ",,SIERRA HEIGHTS RENO 5A LT 32 BLK D,1005,1,BCAC
001-133-11,,1500 SURF WAY,2009-01-22 00:00:00,172000,2F,03722579,SIERRA HEIGHTS RENO 5A,1965,1969,Sgl Fam Res ,ONE,1562,FAIR,3,2,0,FA,ASPH SHINGLE,COMP SHINGLE,,0,,0,20,SF6 ,0.175688698887825,"KERSEY, BRANDON W ",NO,1500 SURF WAY,,RENO,NV,89503,WELLS FARGO BANK NA ,,SIERRA HEIGHTS RENO UT 5A LT 11 BLK E,1005,1,BCAC
001-135-02,,3285 KINGS ROW,2009-12-03 00:00:00,145000,2F,03826769,SIERRA HEIGHTS RENO 5A,1966,1966,Sgl Fam Res ,SPLIT,1695,FAIR,3,3,0,FA,SIDING,COMP SHINGLE,,0,,0,20,SF6 ,0.180188253521919,"AZAR, CHRISTOPHER ",NO,3285 KINGS ROW ,,RENO,NV,89503,WELLS FARGO BANK NA ,,SIERRA HEIGHTS RENO 5A LT 2 BLK F,1005,1,BCAC
001-153-15,,3675 MEEKS WAY,2009-09-02 00:00:00,156500,2F,03798176,NORTHRIDGE HILLS ,1972,1972,Sgl Fam Res ,SPLIT,1668,FAIR,3,2,1,FA,HARDBOARD,WOOD SHAKE,GARB,572,,0,20,SF6 ,0.146005511283875,"DUNLAP, GLEN et al",YES,BROOKFIELD BETH,3675 MEEKS WAY,RENO,NV,89503,LASALLE BANK NA ,,NORTHRIDGE HILLS LT 45,1005,1,BCAC
001-153-17,,3695 MEEKS WAY,2009-05-29 00:00:00,196000,2D,03764482,NORTHRIDGE HILLS,1972,1972,Sgl Fam Res ,TWO,1612,FAIR,3,2,0,FA,SIDING,COMP SHINGLE,GARB,484,,0,20,SF6 ,0.160009175539017,"BARFORD, LEE A et al",YES,561 KEYSTONE AVE PMB 434,,RENO,NV,89503,"HEWARD, LAWRENCE L & CAROL T ",,NORTHRIDGE HILLS LT 47,1005,1,BCAC
001-154-01,,1245 KIRSTON ST,2009-03-24 00:00:00,210000,2D,03742024,NORTHRIDGE HILLS,1972,1972,Sgl Fam Res ,SPLIT,1668,FAIR,3,2,1,FA,HARDBOARD,COMP SHINGLE,GARB,572,,0,20,SF6 ,0.13799357414245605,"AWALI, FIRAS & BRIANNA ",NO,1245 KIRSTON ST,,RENO,NV,89503,MURRAY TRUST B  ,,NORTHRIDGE HILLS LT 53,1005,1,BCAC
001-161-15,,3934 ASPENDALE DR,2009-09-17 00:00:00,239000,2D,03802701,KINGS VIEW EST 2,1994,1994,Sgl Fam Res ,TWO,2496,FAIR/AVG,5,3,0,FA,HARDBOARD,COMP SHINGLE,GARB,440,,0,20,SF6 ,0.230578511953354,"HARPER, DOLORES & DAVID L ",NO,3934 ASPENDALE DR,,RENO,NV,89503,BLANKENSHIP FAMILY TRUST  ,001-010-49,KINGS VIEW EST 2   LT 12  BLK B,1005,1,BAFC
001-161-25,,3887 ASPENDALE CT,2009-06-29 00:00:00,246950,2D,03776373,KINGS VIEW EST 2,1994,1994,Sgl Fam Res ,TWO,1842,FAIR/AVG,4,2,1,FA,HARDBOARD,COMP SHINGLE,GARA,400,,0,20,SF6 ,0.184618920087814,"BROADUS, DUSTIN & ANGELA ",NO,3887 ASPENDALE CT,,RENO,NV,89503,"HOSTETTER, AKIKO ",001-010-49,KINGS VIEW EST 2 LT 21 BLK B,1005,1,BAFC
001-161-26,,3883 ASPENDALE CT,2009-09-14 00:00:00,253500,2D,03801521,KINGS VIEW EST 2,1994,1994,Sgl Fam Res ,TWO,2178,FAIR/AVG,3,2,1,FA,HARDBOARD,COMP SHINGLE,GARB,418,,0,20,SF6 ,1.09494948387145,"BIAGI, JONATHAN & MAE  ",NO,3883 ASPENDALE CT,,RENO,NV,89503,"FISHER LIVING TRUST, DANIEL R  ",001-010-49,KINGS VIEW EST 2 LT 22 BLK B,1005,1,BAFC
001-174-05,,3914 BELMORE WAY,2009-12-17 00:00:00,235000,2D,03830837,SIERRA HILLS,1984,1984,Sgl Fam Res ,ONE,1344,FAIR,4,3,0,FA,HARDBOARD,WOOD SHAKE,GARA,440,Daylight,1344,20,SF6 ,0.277777791023254,"CHRISTIE, ANDREW et al",YES,3914 BELMORE WAY,,RENO,NV,89503,BECK FAMILY TRUST ,,SIERRA HILLS LT 5 BLK A,1005,1,BAGC
001-175-02,,3935 BELMORE WAY,2009-12-28 00:00:00,144900,2F,03833839,SIERRA HILLS,1983,1983,Sgl Fam Res ,ONE,1320,FAIR,3,2,0,FA,HARDBOARD,COMP SHINGLE,GARA,440,,0,20,SF6 ,0.187327817082405,"HILL, NICHOLAS K  ",NO,3935 BELMORE WAY                        ,,RENO                     ,NV,89503,BANK OF NEW YORK MELLON ,,SIERRA HILLS LT 74 BLK F,1005,1,BAGC
001-200-35,,3760 TASHA CT,2009-03-18 00:00:00,275000,2F,03740292,PM 4248,2006,2006,Sgl Fam Res ,TWO,2450,AVG/GOOD,3,2,1,FA/AC,STUCCO,CONCRETE TIL,GARA,412,,0,20,SF6 ,0.144788801670074,"SORENSEN, JERI  ",NO,3760 TASHA CT ,,RENO,NV,89503,"KAFOURY ARMSTRONG & CO PROFIT, SHARING PLAN & TRUST  ",001-200-33,PM 4248 LT 2A,1005,1,BCBC
001-200-36,,3750 TASHA CT,2009-01-26 00:00:00,150000,2F,03723381,PM 4248,0,0,,,0,,0,0,0,,,,,0,,0,12,SF6 ,0.14703856408596,MARKIS FAMILY TRUST  ,YES,198 HOGE RD,,RENO,NV,89506,,001-200-33,PM 4248 LT 3A,1005,0,BCBC
001-200-40,,3720 TASHA CT,2009-01-26 00:00:00,150000,2F,03723381,PM 4249,0,0,,,0,,0,0,0,,,,,0,,0,12,SF6 ,0.152708902955055,MARKIS FAMILY TRUST  ,YES,198 HOGE RD,,RENO,NV,89506,,001-200-37,PM 4249 LT 3B,1005,0,BCBC
001-200-41,,3710 TASHA CT,2009-01-26 00:00:00,150000,2F,03723381,PM 4249,0,0,,,0,,0,0,0,,,,,0,,0,12,SF6 ,0.231565654277802,MARKIS FAMILY TRUST  ,YES,198 HOGE RD,,RENO,NV,89506,,001-200-37,PM 4249 LT 4B,1005,0,BCBC
001-231-09,,1440 BRIDGEWOOD LN,2009-05-19 00:00:00,144900,2F,03761047,SIERRA HEIGHTS RENO 3B,1964,1964,Sgl Fam Res ,ONE,1176,FAIR,3,1,0,FA,HARDBOARD,COMP SHINGLE,,0,,0,20,SF6 ,0.142011016607285,"PARKS , SANDRA D  ",NO,PO BOX 3057,,STATELINE ,NV,89449,FEDERAL NAT`L MORTGAGE ASSN ,,SIERRA HEIGHTS RENO 3B LT 192 BLK 1,1005,1,BCAC
001-233-02,,3055 SCHOLL DR,2009-06-25 00:00:00,140000,2D,03775243,SIERRA HEIGHTS RENO 3B,1964,1964,Sgl Fam Res ,ONE,988,FAIR,3,2,0,FA,ASPH SHINGLE,COMP SHINGLE,GARA,504,,0,20,SF6 ,0.142011016607285,"FRANKLIN, BRADON P  ",NO,3055 SCHOLL DR ,,RENO,NV,89503,"YOCOM LIVING TRUST, DOROTHY P  ",,SIERRA HEIGHTS RENO 3B LT 141 BLK 4,1005,1,BCAC
001-243-25,,2801 KINGS ROW,2009-05-20 00:00:00,120000,2F,03761524,SIERRA HEIGHTS RENO 3C,1965,1965,Sgl Fam Res ,ONE,1176,FAIR,3,2,0,FA,ASPH SHINGLE,COMP SHINGLE,GARA,441,,0,20,SF6 ,0.150000005960464,"HOULDSWORTH, ROBERT ",NO,PO BOX 165                              ,,DE FOREST                ,WI,53532,WELLS FARGO BANK NA  ,,SIERRA HEIGHTS RENO 3C LT 206 BLK 4,1005,1,BCAC
001-243-30,,2955 KINGS ROW,2009-12-01 00:00:00,80000,2F,03826069,SIERRA HEIGHTS RENO 3C,1965,1965,Sgl Fam Res ,ONE,988,FAIR,3,2,0,FA,ASPH SHINGLE,COMP SHINGLE,GARA,411,,0,20,SF6 ,0.137006431818008,"TYLER, NICOLE C  ",NO,2955 KINGS ROW ,,RENO,NV,89503,GRP LOAN LLC ,,SIERRA HEIGHTS RENO 3C LT 201 BLK 4,1005,1,BCAC
001-245-18,,1400 KIRKHAM WAY,2009-06-01 00:00:00,189500,2D,03765267,SIERRA HEIGHTS RENO UT 3C,1969,1969,Sgl Fam Res ,SPLIT,1669,FAIR,3,3,0,FA,ASPH SHINGLE,COMP SHINGLE,GARA,277,,0,20,SF6 ,0.164990812540054,"TOMAINO, PETER A ",NO,227 CLAY ST,,RENO,NV,89501,KEY FAMILY TRUST  ,,SIERRA HEIGHTS RENO UT 3C LT 266 BLK 1,1005,1,BCAC
001-291-17,,1295 ST ALBERTS DR,2009-11-12 00:00:00,120000,2F,03820207,PM 2202,1997,1997,Sgl Fam Res ,ONE,1048,FAIR,3,1,0,FA,HARDBOARD,COMP SHINGLE,GARA,300,,0,20,SF6 ,0.171005502343178,"MONFALCONE, JOSEPH C  et al",YES,SLABBERT ESTI,1295 ST ALBERTS DR ,RENO,NV,89503,"MONFALCONE, JOSEPH C  et al",,PM 2202 LT C,1005,1,BCAC
001-292-06,,1234 ST ALBERTS DR,2009-11-20 00:00:00,186000,2F,03823272,SIERRA HEIGHTS RENO 7,1971,1971,Sgl Fam Res ,SPLIT,2094,FAIR,5,2,1,FA/AC,SIDING,COMP SHINGLE,GARA,528,,0,20,SF6 ,0.226010099053383,"NEMEC, JAN A & PENNY L ",NO,1234 ST ALBERTS DR,,RENO,NV,89503,DEUTSCHE BANK NAT`L TRUST ,,SIERRA HEIGHTS RENO 7 LT 20 BLK C,1005,1,BCAC
001-292-07,,1240 ST ALBERTS DR,2009-07-30 00:00:00,165000,2F,03786429,SIERRA HEIGHTS RENO 7,1971,1971,Sgl Fam Res ,SPLIT,1854,FAIR,3,2,1,FA,ASPH SHINGLE,COMP SHINGLE,GARB,528,,0,20,SF6 ,0.207001835107803,"DAVIS 1996 FAMILY TRUST, MAURICE & NANCY  ",YES,1240 SAINT ALBERTS DR,,RENO,NV,89503,FEDERAL NAT`L MORTGAGE ASSN ,,SIERRA HEIGHTS RENO 7 LT 21 BLK C,1005,1,BCAC
001-304-06,,1330 SURF WAY,2009-12-31 00:00:00,109450,2F,03835629,SIERRA HEIGHTS RENO 4,1964,1964,Sgl Fam Res ,ONE,1344,FAIR,3,2,0,FA/AC,HARDBOARD,COMP SHINGLE,GARA,273,,0,20,SF6 ,0.148989900946617,"VELEZ, DANNY & LYDIA  ",NO,1660 CLIFFORD ,,RENO,NV,89506,FEDERAL HOME LOAN MTG CORP ,,SIERRA HEIGHTS RENO 4 LT 72 BLK 7,1005,1,BCAC
001-305-01,,1375 SURF WAY,2009-09-21 00:00:00,115000,2D,03803645,SIERRA HEIGHTS RENO 4,1964,1964,Sgl Fam Res ,ONE,988,FAIR,3,2,0,FA,ASPH SHINGLE,COMP SHINGLE,GARA,286,,0,20,SF6 ,0.14299815893173218,"TORRES, DIONICIA C ",NO,1375 SURF WAY,,RENO,NV,89503,"DUNCAN, JIMMY D  ",,SIERRA HEIGHTS RENO 4 LT 67 BLK 6,1005,1,BCAC
001-308-18,,3345 BOWIE RD,2009-07-24 00:00:00,151100,2F,03784498,SIERRA LOMA 3,1977,1977,Sgl Fam Res ,ONE,1227,FAIR,3,2,0,FA,HARDBOARD,COMP SHINGLE,GARA,441,,0,20,SF6 ,0.155991733074188,"HYLTON, MARY E ",NO,3345 BOWIE RD,,RENO,NV,89503,HSBC BANK USA ,,SIERRA LOMA 3 LT 111 BLK 2,1005,1,BCAC
001-308-22,,3385 BOWIE RD,2009-04-20 00:00:00,225000,2D,03750830,SIERRA LOMA 3,1985,1985,Sgl Fam Res ,SPLIT,1804,FAIR,3,2,1,FA/AC,SIDING,COMP SHINGLE,GARB,440,Dugout,572,20,SF6 ,0.164003670215607,"BENSON, NINA ",NO,3385 BOWIE RD,,RENO,NV,89503,"SIMON, RICHARD P & TERRY F ",,SIERRA LOMA 3 LT 115 BLK 2,1005,1,BCAC
001-314-25,,1286 RAYBURN DR,2009-09-30 00:00:00,140000,2F,03807235,SIERRA HEIGHTS RENO 4,1964,1964,Sgl Fam Res ,ONE,988,FAIR,3,1,0,FA/AC,ASPH SHINGLE,COMP SHINGLE,GARA,390,,0,20,SF6 ,0.155004590749741,"MEADE, BRIDGET ",NO,1286 RAYBURN DR,,RENO,NV,89503,PAGE VENTURES LLC DBA,,SIERRA HEIGHTS RENO 4 LT 2 BLK 1,1005,1,BCAC
001-320-12,,1238 CONWAY LN,2009-05-22 00:00:00,155000,2D,03762251,SIERRA LOMA 1,1973,1973,Townhse End,ONE,1175,FAIR/AVG,3,2,0,FA/AC,HARDBOARD,CONCRETE TIL,GARA,400,,0,21,SF6 ,0.00100000004749745,"BITLER REVOCABLE LIVING TRUST, SANDRA S  ",YES,2300 SILVER RIDGE DR,,RENO,NV,89509,"BITLER, SANDRA S ",,SIERRA LOMA 1 LT 12 BLK 1,1005,1,BCCA
001-320-13,,1249 LAREDO CT,2009-04-30 00:00:00,140000,2D,03755012,SIERRA LOMA 1,1973,1973,Townhse End,ONE,1175,FAIR/AVG,3,2,0,FA,HARDBOARD,CONCRETE TIL,GARA,400,,0,21,SF6 ,0.00100000004749745,"MERIDETH-TRUMP, CLAUDIA J  ",NO,1249 LAREDO CT ,,RENO,NV,89503,"HELLER, DEANNA D ",,SIERRA LOMA 1 LT 13 BLK 1,1005,1,BCCA
001-320-33,,1220 CONWAY LN,2009-09-02 00:00:00,72000,2F,03798464,SIERRA LOMA 1,1973,1973,Townhse End,ONE,1175,FAIR/AVG,3,2,0,FA,HARDBOARD,CONCRETE TIL,GARA,400,,0,21,SF6 ,0.00100000004749745,"RUSSELL, MARK W et al",YES,MOERS-RUSSELL MARY L,2275 GARDNER RD,GALLOWAY,OH,43119,DP REAL ESTATE INVESTMENTS LLC ,,SIERRA LOMA 1 LT 33 BLK 1,1005,1,BCCA
001-320-38,,1215 LAREDO CT,2009-12-04 00:00:00,75000,2F,03827057,SIERRA LOMA 1,1973,1973,Townhse End,ONE,1037,FAIR/AVG,2,2,0,FA/AC,HARDBOARD,CONCRETE TIL,GARA,440,,0,21,SF6 ,0.00100000004749745,"GILBERT, LYNN H ",NO,1215 LAREDO CT,,RENO,NV,89503,DEUTSCHE BANK NATIONAL TRST CO ,,SIERRA LOMA 1 LT 38 BLK 1,1005,1,BCCA
001-330-39,,1117 FRONTIER CT,2009-09-11 00:00:00,125000,2F,03801174,SIERRA LOMA 2,1977,1977,Townhse End,ONE,1194,FAIR/AVG,3,2,0,FA,HARDBOARD,CONCRETE TIL,GARA,400,,0,21,SF6 ,0.00100000004749745,"KEOUGH, KEM S & DANIEL J ",NO,1117 FRONTIER CT,,RENO,NV,89503,AMERICAN HOME MORTGAGE SERV ,,SIERRA LOMA 2 LT 39 BLK 1,1005,1,BCCA
001-330-42,,1101 FRONTIER CT,2009-08-21 00:00:00,135000,2D,03794281,SIERRA LOMA 2,1977,1977,Townhse End,TWO,1341,FAIR/AVG,2,2,0,FA,HARDBOARD,CONCRETE TIL,GARA,420,,0,21,SF6 ,0.00100000004749745,"SMITH, RG et al",YES,NADAL MYRNA P,1101 FRONTIER CT,RENO,NV,89503,"HIPPENSTEEL, ANN S ",,SIERRA LOMA 2 LT 42 BLK 3,1005,1,BCCA
001-340-95,,1141 RAYBURN DR,2009-11-17 00:00:00,127500,2D,03821941,SIERRA LOMA 3,1977,1977,Townhse End,TWO,1314,FAIR/AVG,3,2,0,FA,HARDBOARD,COMP SHINGLE,GARA,420,,0,21,SF6 ,0.00100000004749745,"HOGAN, JACQUELINE ",NO,PO BOX 3018,,RENO,NV,89505,"MOVIUS, JAMES G ",,SIERRA LOMA 3 LT 95,1005,1,BCCA
